info face="a_StamperBrk" size=32 bold=0 italic=0 charset="" unicode=1 stretchH=100 smooth=1 aa=1 padding=0,0,0,0 spacing=1,1 outline=0
common lineHeight=32 base=25 scaleW=256 scaleH=256 pages=1 packed=0 alphaChnl=0 redChnl=4 greenChnl=4 blueChnl=4
kerning first=120 second=1063 amount=-1  
kerning first=120 second=1101 amount=-1  
kerning first=120 second=1095 amount=-1  
kerning first=120 second=1092 amount=-2  
kerning first=120 second=1089 amount=-1  
kerning first=120 second=1086 amount=-1  
kerning first=120 second=1079 amount=-1  
kerning first=120 second=67  amount=-1  
kerning first=120 second=79  amount=-1  
kerning first=120 second=111 amount=-1  
kerning first=120 second=99  amount=-1  
kerning first=121 second=67  amount=-2  
kerning first=121 second=79  amount=-1  
kerning first=121 second=111 amount=-1  
kerning first=121 second=99  amount=-2  
kerning first=1040 second=1059 amount=-2  
kerning first=1040 second=1057 amount=-1  
kerning first=1040 second=1054 amount=-1  
kerning first=1040 second=1060 amount=-2  
kerning first=1040 second=1069 amount=-1  
kerning first=1040 second=1058 amount=-1  
kerning first=1040 second=1047 amount=-1  
kerning first=1040 second=1063 amount=-1  
kerning first=1040 second=1066 amount=-2  
kerning first=1040 second=1101 amount=-1  
kerning first=1040 second=1098 amount=-2  
kerning first=1040 second=1095 amount=-1  
kerning first=1040 second=1092 amount=-2  
kerning first=1040 second=1091 amount=-2  
kerning first=1040 second=1090 amount=-1  
kerning first=1040 second=1089 amount=-1  
kerning first=1040 second=1086 amount=-1  
kerning first=1040 second=1079 amount=-1  
kerning first=1040 second=67  amount=-1  
kerning first=1040 second=79  amount=-1  
kerning first=1040 second=84  amount=-1  
kerning first=1040 second=116 amount=-1  
kerning first=1040 second=111 amount=-1  
kerning first=1040 second=99  amount=-1  
kerning first=1042 second=1040 amount=-1  
kerning first=1042 second=1061 amount=-1  
kerning first=1042 second=1046 amount=-1  
kerning first=1042 second=1093 amount=-1  
kerning first=1042 second=1078 amount=-1  
kerning first=1042 second=1072 amount=-1  
kerning first=1042 second=65  amount=-1  
kerning first=1042 second=88  amount=-1  
kerning first=1042 second=120 amount=-1  
kerning first=1042 second=97  amount=-1  
kerning first=1043 second=1051 amount=-2  
kerning first=1043 second=1044 amount=-1  
kerning first=1043 second=1040 amount=-4  
kerning first=1043 second=1054 amount=-1  
kerning first=1043 second=1057 amount=-1  
kerning first=1043 second=1060 amount=-2  
kerning first=1043 second=1046 amount=-1  
kerning first=1043 second=44  amount=-5  
kerning first=1043 second=46  amount=-5  
kerning first=1043 second=58  amount=-2  
kerning first=1043 second=1092 amount=-2  
kerning first=1043 second=1089 amount=-1  
kerning first=1043 second=1086 amount=-1  
kerning first=1043 second=1083 amount=-2  
kerning first=1043 second=1078 amount=-1  
kerning first=1043 second=1076 amount=-1  
kerning first=1043 second=1072 amount=-4  
kerning first=1043 second=65  amount=-4  
kerning first=1043 second=67  amount=-1  
kerning first=1043 second=79  amount=-1  
kerning first=1043 second=111 amount=-1  
kerning first=1043 second=99  amount=-1  
kerning first=1043 second=97  amount=-4  
kerning first=1044 second=1059 amount=-1  
kerning first=1044 second=1091 amount=-1  
kerning first=1046 second=1054 amount=-1  
kerning first=1046 second=1069 amount=-1  
kerning first=1046 second=1057 amount=-1  
kerning first=1046 second=1060 amount=-2  
kerning first=1046 second=1047 amount=-1  
kerning first=1046 second=1101 amount=-1  
kerning first=1046 second=1092 amount=-2  
kerning first=1046 second=1089 amount=-1  
kerning first=1046 second=1086 amount=-1  
kerning first=1046 second=1079 amount=-1  
kerning first=1046 second=67  amount=-1  
kerning first=1046 second=79  amount=-1  
kerning first=1046 second=111 amount=-1  
kerning first=1046 second=99  amount=-1  
kerning first=1047 second=1040 amount=-1  
kerning first=1047 second=1059 amount=-1  
kerning first=1047 second=1061 amount=-1  
kerning first=1047 second=1046 amount=-1  
kerning first=1047 second=1060 amount=-1  
kerning first=1047 second=1093 amount=-1  
kerning first=1047 second=1092 amount=-1  
kerning first=1047 second=1091 amount=-1  
kerning first=1047 second=1078 amount=-1  
kerning first=1047 second=1072 amount=-1  
kerning first=1047 second=65  amount=-1  
kerning first=1047 second=88  amount=-1  
kerning first=1047 second=120 amount=-1  
kerning first=1047 second=97  amount=-1  
kerning first=1050 second=1054 amount=-1  
kerning first=1050 second=1057 amount=-1  
kerning first=1050 second=1060 amount=-2  
kerning first=1050 second=1092 amount=-2  
kerning first=1050 second=1089 amount=-1  
kerning first=1050 second=1086 amount=-1  
kerning first=1050 second=67  amount=-1  
kerning first=1050 second=79  amount=-1  
kerning first=1050 second=111 amount=-1  
kerning first=1050 second=99  amount=-1  
kerning first=1051 second=1059 amount=-1  
kerning first=1051 second=1091 amount=-1  
kerning first=1054 second=1040 amount=-2  
kerning first=1054 second=1059 amount=-2  
kerning first=1054 second=1061 amount=-1  
kerning first=1054 second=1046 amount=-1  
kerning first=1054 second=1044 amount=-1  
kerning first=1054 second=1051 amount=-1  
kerning first=1054 second=1093 amount=-1  
kerning first=1054 second=1091 amount=-2  
kerning first=1054 second=1083 amount=-1  
kerning first=1054 second=1078 amount=-1  
kerning first=1054 second=1076 amount=-1  
kerning first=1054 second=1072 amount=-2  
kerning first=1054 second=65  amount=-2  
kerning first=1054 second=88  amount=-1  
kerning first=1054 second=120 amount=-1  
kerning first=1054 second=97  amount=-2  
kerning first=1056 second=1040 amount=-3  
kerning first=1056 second=1061 amount=-1  
kerning first=1056 second=1046 amount=-2  
kerning first=1056 second=1059 amount=-1  
kerning first=1056 second=44  amount=-5  
kerning first=1056 second=46  amount=-5  
kerning first=1056 second=58  amount=-1  
kerning first=1056 second=1093 amount=-1  
kerning first=1056 second=1091 amount=-1  
kerning first=1056 second=1078 amount=-2  
kerning first=1056 second=1072 amount=-3  
kerning first=1056 second=65  amount=-3  
kerning first=1056 second=88  amount=-1  
kerning first=1056 second=120 amount=-1  
kerning first=1056 second=97  amount=-3  
kerning first=1057 second=1040 amount=-1  
kerning first=1057 second=1054 amount=-1  
kerning first=1057 second=1059 amount=-1  
kerning first=1057 second=1046 amount=-1  
kerning first=1057 second=1061 amount=-1  
kerning first=1057 second=1060 amount=-1  
kerning first=1057 second=1058 amount=-1  
kerning first=1057 second=1093 amount=-1  
kerning first=1057 second=1092 amount=-1  
kerning first=1057 second=1091 amount=-1  
kerning first=1057 second=1090 amount=-1  
kerning first=1057 second=1086 amount=-1  
kerning first=1057 second=1078 amount=-1  
kerning first=1057 second=1072 amount=-1  
kerning first=1057 second=65  amount=-1  
kerning first=1057 second=79  amount=-1  
kerning first=1057 second=84  amount=-1  
kerning first=1057 second=88  amount=-1  
kerning first=1057 second=120 amount=-1  
kerning first=1057 second=116 amount=-1  
kerning first=1057 second=111 amount=-1  
kerning first=1057 second=97  amount=-1  
kerning first=1058 second=1040 amount=-2  
kerning first=1058 second=1057 amount=-1  
kerning first=1058 second=1071 amount=-1  
kerning first=1058 second=1044 amount=-1  
kerning first=1058 second=1051 amount=-1  
kerning first=1058 second=44  amount=-2  
kerning first=1058 second=46  amount=-3  
kerning first=1058 second=58  amount=-2  
kerning first=1058 second=1103 amount=-1  
kerning first=1058 second=1089 amount=-1  
kerning first=1058 second=1083 amount=-1  
kerning first=1058 second=1076 amount=-1  
kerning first=1058 second=1072 amount=-2  
kerning first=1058 second=65  amount=-2  
kerning first=1058 second=67  amount=-1  
kerning first=1058 second=99  amount=-1  
kerning first=1058 second=97  amount=-2  
kerning first=1059 second=1051 amount=-2  
kerning first=1059 second=1040 amount=-4  
kerning first=1059 second=1057 amount=-2  
kerning first=1059 second=1054 amount=-1  
kerning first=1059 second=1069 amount=-1  
kerning first=1059 second=1047 amount=-1  
kerning first=1059 second=1060 amount=-2  
kerning first=1059 second=1044 amount=-1  
kerning first=1059 second=44  amount=-6  
kerning first=1059 second=46  amount=-6  
kerning first=1059 second=58  amount=-3  
kerning first=1059 second=1101 amount=-1  
kerning first=1059 second=1092 amount=-2  
kerning first=1059 second=1089 amount=-2  
kerning first=1059 second=1086 amount=-1  
kerning first=1059 second=1083 amount=-2  
kerning first=1059 second=1079 amount=-1  
kerning first=1059 second=1076 amount=-1  
kerning first=1059 second=1072 amount=-4  
kerning first=1059 second=65  amount=-4  
kerning first=1059 second=67  amount=-2  
kerning first=1059 second=79  amount=-1  
kerning first=1059 second=111 amount=-1  
kerning first=1059 second=99  amount=-2  
kerning first=1059 second=97  amount=-4  
kerning first=1060 second=1040 amount=-2  
kerning first=1060 second=1061 amount=-2  
kerning first=1060 second=1046 amount=-2  
kerning first=1060 second=1059 amount=-3  
kerning first=1060 second=1051 amount=-1  
kerning first=1060 second=1047 amount=-1  
kerning first=1060 second=1069 amount=-1  
kerning first=1060 second=1044 amount=-1  
kerning first=1060 second=44  amount=-2  
kerning first=1060 second=46  amount=-2  
kerning first=1060 second=1101 amount=-1  
kerning first=1060 second=1093 amount=-2  
kerning first=1060 second=1091 amount=-3  
kerning first=1060 second=1083 amount=-1  
kerning first=1060 second=1079 amount=-1  
kerning first=1060 second=1078 amount=-2  
kerning first=1060 second=1076 amount=-1  
kerning first=1060 second=1072 amount=-2  
kerning first=1060 second=65  amount=-2  
kerning first=1060 second=88  amount=-2  
kerning first=1060 second=120 amount=-2  
kerning first=1060 second=97  amount=-2  
kerning first=1061 second=1069 amount=-1  
kerning first=1061 second=1047 amount=-1  
kerning first=1061 second=1054 amount=-1  
kerning first=1061 second=1060 amount=-2  
kerning first=1061 second=1057 amount=-1  
kerning first=1061 second=1063 amount=-1  
kerning first=1061 second=1101 amount=-1  
kerning first=1061 second=1095 amount=-1  
kerning first=1061 second=1092 amount=-2  
kerning first=1061 second=1089 amount=-1  
kerning first=1061 second=1086 amount=-1  
kerning first=1061 second=1079 amount=-1  
kerning first=1061 second=67  amount=-1  
kerning first=1061 second=79  amount=-1  
kerning first=1061 second=111 amount=-1  
kerning first=1061 second=99  amount=-1  
kerning first=1066 second=1040 amount=-1  
kerning first=1066 second=1072 amount=-1  
kerning first=1066 second=65  amount=-1  
kerning first=1066 second=97  amount=-1  
kerning first=1068 second=1040 amount=-1  
kerning first=1068 second=1072 amount=-1  
kerning first=1068 second=65  amount=-1  
kerning first=1068 second=97  amount=-1  
kerning first=1069 second=1040 amount=-1  
kerning first=1069 second=1059 amount=-2  
kerning first=1069 second=1058 amount=-1  
kerning first=1069 second=1061 amount=-1  
kerning first=1069 second=1046 amount=-1  
kerning first=1069 second=1051 amount=-1  
kerning first=1069 second=1093 amount=-1  
kerning first=1069 second=1091 amount=-2  
kerning first=1069 second=1090 amount=-1  
kerning first=1069 second=1083 amount=-1  
kerning first=1069 second=1078 amount=-1  
kerning first=1069 second=1072 amount=-1  
kerning first=1069 second=65  amount=-1  
kerning first=1069 second=84  amount=-1  
kerning first=1069 second=88  amount=-1  
kerning first=1069 second=120 amount=-1  
kerning first=1069 second=116 amount=-1  
kerning first=1069 second=97  amount=-1  
kerning first=1070 second=1044 amount=-1  
kerning first=1070 second=1051 amount=-1  
kerning first=1070 second=1040 amount=-2  
kerning first=1070 second=1061 amount=-2  
kerning first=1070 second=1046 amount=-1  
kerning first=1070 second=1093 amount=-2  
kerning first=1070 second=1083 amount=-1  
kerning first=1070 second=1078 amount=-1  
kerning first=1070 second=1076 amount=-1  
kerning first=1070 second=1072 amount=-2  
kerning first=1070 second=65  amount=-2  
kerning first=1070 second=88  amount=-2  
kerning first=1070 second=120 amount=-2  
kerning first=1070 second=97  amount=-2  
kerning first=1072 second=1059 amount=-2  
kerning first=1072 second=1057 amount=-1  
kerning first=1072 second=1054 amount=-1  
kerning first=1072 second=1060 amount=-2  
kerning first=1072 second=1069 amount=-1  
kerning first=1072 second=1058 amount=-1  
kerning first=1072 second=1047 amount=-1  
kerning first=1072 second=1063 amount=-1  
kerning first=1072 second=1066 amount=-2  
kerning first=1072 second=1101 amount=-1  
kerning first=1072 second=1098 amount=-2  
kerning first=1072 second=1095 amount=-1  
kerning first=1072 second=1092 amount=-2  
kerning first=1072 second=1091 amount=-2  
kerning first=1072 second=1090 amount=-1  
kerning first=1072 second=1089 amount=-1  
kerning first=1072 second=1086 amount=-1  
kerning first=1072 second=1079 amount=-1  
kerning first=1072 second=67  amount=-1  
kerning first=1072 second=79  amount=-1  
kerning first=1072 second=84  amount=-1  
kerning first=1072 second=116 amount=-1  
kerning first=1072 second=111 amount=-1  
kerning first=1072 second=99  amount=-1  
kerning first=1074 second=1040 amount=-1  
kerning first=1074 second=1061 amount=-1  
kerning first=1074 second=1046 amount=-1  
kerning first=1074 second=1093 amount=-1  
kerning first=1074 second=1078 amount=-1  
kerning first=1074 second=1072 amount=-1  
kerning first=1074 second=65  amount=-1  
kerning first=1074 second=88  amount=-1  
kerning first=1074 second=120 amount=-1  
kerning first=1074 second=97  amount=-1  
kerning first=1075 second=1051 amount=-2  
kerning first=1075 second=1044 amount=-1  
kerning first=1075 second=1040 amount=-4  
kerning first=1075 second=1054 amount=-1  
kerning first=1075 second=1057 amount=-1  
kerning first=1075 second=1060 amount=-2  
kerning first=1075 second=1046 amount=-1  
kerning first=1075 second=44  amount=-5  
kerning first=1075 second=46  amount=-5  
kerning first=1075 second=58  amount=-2  
kerning first=1075 second=1092 amount=-2  
kerning first=1075 second=1089 amount=-1  
kerning first=1075 second=1086 amount=-1  
kerning first=1075 second=1083 amount=-2  
kerning first=1075 second=1078 amount=-1  
kerning first=1075 second=1076 amount=-1  
kerning first=1075 second=1072 amount=-4  
kerning first=1075 second=65  amount=-4  
kerning first=1075 second=67  amount=-1  
kerning first=1075 second=79  amount=-1  
kerning first=1075 second=111 amount=-1  
kerning first=1075 second=99  amount=-1  
kerning first=1075 second=97  amount=-4  
kerning first=1076 second=1059 amount=-1  
kerning first=1076 second=1091 amount=-1  
kerning first=1078 second=1054 amount=-1  
kerning first=1078 second=1069 amount=-1  
kerning first=1078 second=1057 amount=-1  
kerning first=1078 second=1060 amount=-2  
kerning first=1078 second=1047 amount=-1  
kerning first=1078 second=1101 amount=-1  
kerning first=1078 second=1092 amount=-2  
kerning first=1078 second=1089 amount=-1  
kerning first=1078 second=1086 amount=-1  
kerning first=1078 second=1079 amount=-1  
kerning first=1078 second=67  amount=-1  
kerning first=1078 second=79  amount=-1  
kerning first=1078 second=111 amount=-1  
kerning first=1078 second=99  amount=-1  
kerning first=1079 second=1040 amount=-1  
kerning first=1079 second=1059 amount=-1  
kerning first=1079 second=1061 amount=-1  
kerning first=1079 second=1046 amount=-1  
kerning first=1079 second=1060 amount=-1  
kerning first=1079 second=1093 amount=-1  
kerning first=1079 second=1092 amount=-1  
kerning first=1079 second=1091 amount=-1  
kerning first=1079 second=1078 amount=-1  
kerning first=1079 second=1072 amount=-1  
kerning first=1079 second=65  amount=-1  
kerning first=1079 second=88  amount=-1  
kerning first=1079 second=120 amount=-1  
kerning first=1079 second=97  amount=-1  
kerning first=1082 second=1054 amount=-1  
kerning first=1082 second=1057 amount=-1  
kerning first=1082 second=1060 amount=-2  
kerning first=1082 second=1092 amount=-2  
kerning first=1082 second=1089 amount=-1  
kerning first=1082 second=1086 amount=-1  
kerning first=1082 second=67  amount=-1  
kerning first=1082 second=79  amount=-1  
kerning first=1082 second=111 amount=-1  
kerning first=1082 second=99  amount=-1  
kerning first=1083 second=1059 amount=-1  
kerning first=1083 second=1091 amount=-1  
kerning first=1086 second=1040 amount=-2  
kerning first=1086 second=1059 amount=-2  
kerning first=1086 second=1061 amount=-1  
kerning first=1086 second=1046 amount=-1  
kerning first=1086 second=1044 amount=-1  
kerning first=1086 second=1051 amount=-1  
kerning first=1086 second=1093 amount=-1  
kerning first=1086 second=1091 amount=-2  
kerning first=1086 second=1083 amount=-1  
kerning first=1086 second=1078 amount=-1  
kerning first=1086 second=1076 amount=-1  
kerning first=1086 second=1072 amount=-2  
kerning first=1086 second=65  amount=-2  
kerning first=1086 second=88  amount=-1  
kerning first=1086 second=120 amount=-1  
kerning first=1086 second=97  amount=-2  
kerning first=1088 second=1040 amount=-3  
kerning first=1088 second=1061 amount=-1  
kerning first=1088 second=1046 amount=-2  
kerning first=1088 second=1059 amount=-1  
kerning first=1088 second=44  amount=-5  
kerning first=1088 second=46  amount=-5  
kerning first=1088 second=58  amount=-1  
kerning first=1088 second=1093 amount=-1  
kerning first=1088 second=1091 amount=-1  
kerning first=1088 second=1078 amount=-2  
kerning first=1088 second=1072 amount=-3  
kerning first=1088 second=65  amount=-3  
kerning first=1088 second=88  amount=-1  
kerning first=1088 second=120 amount=-1  
kerning first=1088 second=97  amount=-3  
kerning first=1089 second=1040 amount=-1  
kerning first=1089 second=1054 amount=-1  
kerning first=1089 second=1059 amount=-1  
kerning first=1089 second=1046 amount=-1  
kerning first=1089 second=1061 amount=-1  
kerning first=1089 second=1060 amount=-1  
kerning first=1089 second=1058 amount=-1  
kerning first=1089 second=1093 amount=-1  
kerning first=1089 second=1092 amount=-1  
kerning first=1089 second=1091 amount=-1  
kerning first=1089 second=1090 amount=-1  
kerning first=1089 second=1086 amount=-1  
kerning first=1089 second=1078 amount=-1  
kerning first=1089 second=1072 amount=-1  
kerning first=1089 second=65  amount=-1  
kerning first=1089 second=79  amount=-1  
kerning first=1089 second=84  amount=-1  
kerning first=1089 second=88  amount=-1  
kerning first=1089 second=120 amount=-1  
kerning first=1089 second=116 amount=-1  
kerning first=1089 second=111 amount=-1  
kerning first=1089 second=97  amount=-1  
kerning first=1090 second=1040 amount=-2  
kerning first=1090 second=1057 amount=-1  
kerning first=1090 second=1071 amount=-1  
kerning first=1090 second=1044 amount=-1  
kerning first=1090 second=1051 amount=-1  
kerning first=1090 second=44  amount=-2  
kerning first=1090 second=46  amount=-3  
kerning first=1090 second=58  amount=-2  
kerning first=1090 second=1103 amount=-1  
kerning first=1090 second=1089 amount=-1  
kerning first=1090 second=1083 amount=-1  
kerning first=1090 second=1076 amount=-1  
kerning first=1090 second=1072 amount=-2  
kerning first=1090 second=65  amount=-2  
kerning first=1090 second=67  amount=-1  
kerning first=1090 second=99  amount=-1  
kerning first=1090 second=97  amount=-2  
kerning first=1091 second=1051 amount=-2  
kerning first=1091 second=1040 amount=-4  
kerning first=1091 second=1057 amount=-2  
kerning first=1091 second=1054 amount=-1  
kerning first=1091 second=1069 amount=-1  
kerning first=1091 second=1047 amount=-1  
kerning first=1091 second=1060 amount=-2  
kerning first=1091 second=1044 amount=-1  
kerning first=1091 second=44  amount=-6  
kerning first=1091 second=46  amount=-6  
kerning first=1091 second=58  amount=-3  
kerning first=1091 second=1101 amount=-1  
kerning first=1091 second=1092 amount=-2  
kerning first=1091 second=1089 amount=-2  
kerning first=1091 second=1086 amount=-1  
kerning first=1091 second=1083 amount=-2  
kerning first=1091 second=1079 amount=-1  
kerning first=1091 second=1076 amount=-1  
kerning first=1091 second=1072 amount=-4  
kerning first=1091 second=65  amount=-4  
kerning first=1091 second=67  amount=-2  
kerning first=1091 second=79  amount=-1  
kerning first=1091 second=111 amount=-1  
kerning first=1091 second=99  amount=-2  
kerning first=1091 second=97  amount=-4  
kerning first=1092 second=1040 amount=-2  
kerning first=1092 second=1061 amount=-2  
kerning first=1092 second=1046 amount=-2  
kerning first=1092 second=1059 amount=-3  
kerning first=1092 second=1051 amount=-1  
kerning first=1092 second=1047 amount=-1  
kerning first=1092 second=1069 amount=-1  
kerning first=1092 second=1044 amount=-1  
kerning first=1092 second=44  amount=-2  
kerning first=1092 second=46  amount=-2  
kerning first=1092 second=1101 amount=-1  
kerning first=1092 second=1093 amount=-2  
kerning first=1092 second=1091 amount=-3  
kerning first=1092 second=1083 amount=-1  
kerning first=1092 second=1079 amount=-1  
kerning first=1092 second=1078 amount=-2  
kerning first=1092 second=1076 amount=-1  
kerning first=1092 second=1072 amount=-2  
kerning first=1092 second=65  amount=-2  
kerning first=1092 second=88  amount=-2  
kerning first=1092 second=120 amount=-2  
kerning first=1092 second=97  amount=-2  
kerning first=1093 second=1069 amount=-1  
kerning first=1093 second=1047 amount=-1  
kerning first=1093 second=1054 amount=-1  
kerning first=1093 second=1060 amount=-2  
kerning first=1093 second=1057 amount=-1  
kerning first=1093 second=1063 amount=-1  
kerning first=1093 second=1101 amount=-1  
kerning first=1093 second=1095 amount=-1  
kerning first=1093 second=1092 amount=-2  
kerning first=1093 second=1089 amount=-1  
kerning first=1093 second=1086 amount=-1  
kerning first=1093 second=1079 amount=-1  
kerning first=1093 second=67  amount=-1  
kerning first=1093 second=79  amount=-1  
kerning first=1093 second=111 amount=-1  
kerning first=1093 second=99  amount=-1  
kerning first=1098 second=1040 amount=-1  
kerning first=1098 second=1072 amount=-1  
kerning first=1098 second=65  amount=-1  
kerning first=1098 second=97  amount=-1  
kerning first=1100 second=1040 amount=-1  
kerning first=1100 second=1072 amount=-1  
kerning first=1100 second=65  amount=-1  
kerning first=1100 second=97  amount=-1  
kerning first=1101 second=1040 amount=-1  
kerning first=1101 second=1059 amount=-2  
kerning first=1101 second=1058 amount=-1  
kerning first=1101 second=1061 amount=-1  
kerning first=1101 second=1046 amount=-1  
kerning first=1101 second=1051 amount=-1  
kerning first=1101 second=1093 amount=-1  
kerning first=1101 second=1091 amount=-2  
kerning first=1101 second=1090 amount=-1  
kerning first=1101 second=1083 amount=-1  
kerning first=1101 second=1078 amount=-1  
kerning first=1101 second=1072 amount=-1  
kerning first=1101 second=65  amount=-1  
kerning first=1101 second=84  amount=-1  
kerning first=1101 second=88  amount=-1  
kerning first=1101 second=120 amount=-1  
kerning first=1101 second=116 amount=-1  
kerning first=1101 second=97  amount=-1  
kerning first=1102 second=1044 amount=-1  
kerning first=1102 second=1051 amount=-1  
kerning first=1102 second=1040 amount=-2  
kerning first=1102 second=1061 amount=-2  
kerning first=1102 second=1046 amount=-1  
kerning first=1102 second=1093 amount=-2  
kerning first=1102 second=1083 amount=-1  
kerning first=1102 second=1078 amount=-1  
kerning first=1102 second=1076 amount=-1  
kerning first=1102 second=1072 amount=-2  
kerning first=1102 second=65  amount=-2  
kerning first=1102 second=88  amount=-2  
kerning first=1102 second=120 amount=-2  
kerning first=1102 second=97  amount=-2  
